"","cluster","Scientific_Name","n_sites","prop_sites"
"1",1,"Oncorhynchus clarkii",26,0.530612244897959
"2",1,"Salvelinus confluentus",18,0.36734693877551
"3",1,"Rhinichthys cataractae",10,0.204081632653061
"4",1,"Rhinichthys osculus",9,0.183673469387755
"5",1,"Prosopium williamsoni",8,0.163265306122449
"6",1,"Cottus bairdii",7,0.142857142857143
"7",1,"Catostomus commersonii",6,0.122448979591837
"8",1,"Catostomus discobolus",5,0.102040816326531
"9",1,"Catostomus macrocheilus",5,0.102040816326531
"10",1,"Culaea inconstans",4,0.0816326530612245
"11",1,"Ictalurus punctatus",4,0.0816326530612245
"12",1,"Semotilus atromaculatus",4,0.0816326530612245
"13",1,"Oncorhynchus mykiss",3,0.0612244897959184
"14",1,"Salvelinus fontinalis",3,0.0612244897959184
"15",1,"Agosia chrysogaster",2,0.0408163265306122
"16",1,"Catostomus catostomus",2,0.0408163265306122
"17",1,"Catostomus latipinnis",2,0.0408163265306122
"18",1,"Catostomus platyrhynchus",2,0.0408163265306122
"19",1,"Cottus perplexus",2,0.0408163265306122
"20",1,"Cottus rhotheus",2,0.0408163265306122
"21",1,"Dorosoma cepedianum",2,0.0408163265306122
"22",1,"Esox americanus",2,0.0408163265306122
"23",1,"Lepomis macrochirus",2,0.0408163265306122
"24",1,"Luxilus cornutus",2,0.0408163265306122
"25",1,"Micropterus salmoides",2,0.0408163265306122
"26",1,"Notemigonus crysoleucas",2,0.0408163265306122
"27",1,"Oncorhynchus kisutch",2,0.0408163265306122
"28",1,"Pimephales promelas",2,0.0408163265306122
"29",1,"Ameiurus melas",1,0.0204081632653061
"30",1,"Ameiurus nebulosus",1,0.0204081632653061
"31",1,"Anguilla rostrata",1,0.0204081632653061
"32",1,"Aphredoderus sayanus",1,0.0204081632653061
"33",1,"Campostoma anomalum",1,0.0204081632653061
"34",1,"Carpiodes carpio",1,0.0204081632653061
"35",1,"Catostomus clarkii",1,0.0204081632653061
"36",1,"Catostomus insignis",1,0.0204081632653061
"37",1,"Cottus aleuticus",1,0.0204081632653061
"38",1,"Cottus cognatus",1,0.0204081632653061
"39",1,"Erimyzon oblongus",1,0.0204081632653061
"40",1,"Esox niger",1,0.0204081632653061
"41",1,"Etheostoma chlorosoma",1,0.0204081632653061
"42",1,"Etheostoma fusiforme",1,0.0204081632653061
"43",1,"Exoglossum maxillingua",1,0.0204081632653061
"44",1,"Hybognathus placitus",1,0.0204081632653061
"45",1,"Hypentelium nigricans",1,0.0204081632653061
"46",1,"Lepisosteus oculatus",1,0.0204081632653061
"47",1,"Lepomis gulosus",1,0.0204081632653061
"48",1,"Lepomis humilis",1,0.0204081632653061
"49",1,"Lepomis megalotis",1,0.0204081632653061
"50",1,"Lepomis microlophus",1,0.0204081632653061
"51",1,"Lethenteron appendix",1,0.0204081632653061
"52",1,"Meda fulgida",1,0.0204081632653061
"53",1,"Nocomis micropogon",1,0.0204081632653061
"54",1,"Notropis stramineus",1,0.0204081632653061
"55",1,"Noturus flavus",1,0.0204081632653061
"56",1,"Noturus insignis",1,0.0204081632653061
"57",1,"Oncorhynchus gilae",1,0.0204081632653061
"58",1,"Pimephales notatus",1,0.0204081632653061
"59",1,"Platygobio gracilis",1,0.0204081632653061
"60",1,"Pomoxis annularis",1,0.0204081632653061
"61",1,"Pomoxis nigromaculatus",1,0.0204081632653061
"62",1,"Ptychocheilus oregonensis",1,0.0204081632653061
"63",1,"Rhinichthys atratulus",1,0.0204081632653061
"64",1,"Rhinichthys cobitis",1,0.0204081632653061
"65",1,"Rhinichthys obtusus",1,0.0204081632653061
"66",1,"Richardsonius balteatus",1,0.0204081632653061
"67",1,"Umbra limi",1,0.0204081632653061
"68",2,"Oncorhynchus clarkii",29,1
"69",2,"Salvelinus confluentus",29,1
"70",3,"Oncorhynchus mykiss",22,0.44
"71",3,"Rhinichthys osculus",18,0.36
"72",3,"Oncorhynchus clarkii",17,0.34
"73",3,"Salvelinus fontinalis",7,0.14
"74",3,"Cottus perplexus",5,0.1
"75",3,"Oncorhynchus kisutch",5,0.1
"76",3,"Catostomus occidentalis",4,0.08
"77",3,"Cottus bairdii",4,0.08
"78",3,"Cottus gulosus",4,0.08
"79",3,"Rhinichthys atratulus",4,0.08
"80",3,"Catostomus plebeius",3,0.06
"81",3,"Cottus sp. Rocky Mountain Sculpin",3,0.06
"82",3,"Rhinichthys cataractae",3,0.06
"83",3,"Semotilus atromaculatus",3,0.06
"84",3,"Catostomus platyrhynchus",2,0.04
"85",3,"Catostomus rimiculus",2,0.04
"86",3,"Catostomus santaanae",2,0.04
"87",3,"Cottus rhotheus",2,0.04
"88",3,"Gila orcuttii",2,0.04
"89",3,"Oncorhynchus aguabonita",2,0.04
"90",3,"Oncorhynchus gilae",2,0.04
"91",3,"Campostoma anomalum",1,0.02
"92",3,"Catostomus commersonii",1,0.02
"93",3,"Cottus aleuticus",1,0.02
"94",3,"Cottus beldingii",1,0.02
"95",3,"Cottus cognatus",1,0.02
"96",3,"Cottus confusus",1,0.02
"97",3,"Etheostoma flabellare",1,0.02
"98",3,"Etheostoma radiosum",1,0.02
"99",3,"Hesperoleucus symmetricus",1,0.02
"100",3,"Prosopium williamsoni",1,0.02
"101",3,"Richardsonius balteatus",1,0.02
"102",4,"Semotilus atromaculatus",54,0.504672897196262
"103",4,"Lepomis cyanellus",48,0.448598130841121
"104",4,"Lepomis macrochirus",44,0.411214953271028
"105",4,"Campostoma anomalum",36,0.336448598130841
"106",4,"Micropterus salmoides",35,0.327102803738318
"107",4,"Catostomus commersonii",31,0.289719626168224
"108",4,"Notropis stramineus",29,0.271028037383178
"109",4,"Pimephales promelas",29,0.271028037383178
"110",4,"Ameiurus natalis",24,0.224299065420561
"111",4,"Lepomis megalotis",24,0.224299065420561
"112",4,"Notropis dorsalis",23,0.214953271028037
"113",4,"Rhinichthys obtusus",23,0.214953271028037
"114",4,"Pimephales notatus",22,0.205607476635514
"115",4,"Etheostoma nigrum",20,0.186915887850467
"116",4,"Aphredoderus sayanus",18,0.168224299065421
"117",4,"Lepomis gulosus",18,0.168224299065421
"118",4,"Luxilus cornutus",17,0.158878504672897
"119",4,"Cyprinella lutrensis",15,0.14018691588785
"120",4,"Esox americanus",15,0.14018691588785
"121",4,"Ameiurus melas",13,0.121495327102804
"122",4,"Gambusia affinis",13,0.121495327102804
"123",4,"Lepomis marginatus",11,0.102803738317757
"124",4,"Etheostoma spectabile",10,0.0934579439252336
"125",4,"Lepomis auritus",10,0.0934579439252336
"126",4,"Noturus flavus",10,0.0934579439252336
"127",4,"Chrosomus erythrogaster",9,0.0841121495327103
"128",4,"Erimyzon oblongus",9,0.0841121495327103
"129",4,"Etheostoma flabellare",9,0.0841121495327103
"130",4,"Gambusia holbrooki",9,0.0841121495327103
"131",4,"Notemigonus crysoleucas",9,0.0841121495327103
"132",4,"Noturus gyrinus",9,0.0841121495327103
"133",4,"Etheostoma olmstedi",8,0.0747663551401869
"134",4,"Hybognathus hankinsoni",8,0.0747663551401869
"135",4,"Acantharchus pomotis",7,0.0654205607476635
"136",4,"Etheostoma gracile",7,0.0654205607476635
"137",4,"Fundulus olivaceus",7,0.0654205607476635
"138",4,"Hypentelium nigricans",7,0.0654205607476635
"139",4,"Culaea inconstans",6,0.0560747663551402
"140",4,"Elassoma zonatum",6,0.0560747663551402
"141",4,"Esox lucius",6,0.0560747663551402
"142",4,"Etheostoma exile",6,0.0560747663551402
"143",4,"Lepomis punctatus",6,0.0560747663551402
"144",4,"Notropis cummingsae",6,0.0560747663551402
"145",4,"Noturus insignis",6,0.0560747663551402
"146",4,"Percina nigrofasciata",6,0.0560747663551402
"147",4,"Rhinichthys cataractae",6,0.0560747663551402
"148",4,"Umbra limi",6,0.0560747663551402
"149",4,"Dorosoma cepedianum",5,0.0467289719626168
"150",4,"Esox niger",5,0.0467289719626168
"151",4,"Ictalurus punctatus",5,0.0467289719626168
"152",4,"Lepisosteus oculatus",5,0.0467289719626168
"153",4,"Lepomis humilis",5,0.0467289719626168
"154",4,"Minytrema melanops",5,0.0467289719626168
"155",4,"Nocomis leptocephalus",5,0.0467289719626168
"156",4,"Notropis boops",5,0.0467289719626168
"157",4,"Perca flavescens",5,0.0467289719626168
"158",4,"Percina caprodes",5,0.0467289719626168
"159",4,"Rhinichthys osculus",5,0.0467289719626168
"160",4,"Ambloplites rupestris",4,0.0373831775700935
"161",4,"Anguilla rostrata",4,0.0373831775700935
"162",4,"Cottus carolinae",4,0.0373831775700935
"163",4,"Enneacanthus gloriosus",4,0.0373831775700935
"164",4,"Erimyzon claviformis",4,0.0373831775700935
"165",4,"Etheostoma blennioides",4,0.0373831775700935
"166",4,"Etheostoma radiosum",4,0.0373831775700935
"167",4,"Etheostoma whipplei",4,0.0373831775700935
"168",4,"Fundulus notatus",4,0.0373831775700935
"169",4,"Lepomis microlophus",4,0.0373831775700935
"170",4,"Micropterus dolomieu",4,0.0373831775700935
"171",4,"Notropis lutipinnis",4,0.0373831775700935
"172",4,"Phenacobius mirabilis",4,0.0373831775700935
"173",4,"Pylodictis olivaris",4,0.0373831775700935
"174",4,"Umbra pygmaea",4,0.0373831775700935
"175",4,"Ameiurus brunneus",3,0.0280373831775701
"176",4,"Campostoma oligolepis",3,0.0280373831775701
"177",4,"Carpiodes carpio",3,0.0280373831775701
"178",4,"Catostomus clarkii",3,0.0280373831775701
"179",4,"Catostomus discobolus",3,0.0280373831775701
"180",4,"Centrarchus macropterus",3,0.0280373831775701
"181",4,"Cottus bairdii",3,0.0280373831775701
"182",4,"Cyprinella callistia",3,0.0280373831775701
"183",4,"Cyprinella venusta",3,0.0280373831775701
"184",4,"Etheostoma caeruleum",3,0.0280373831775701
"185",4,"Etheostoma mihileze",3,0.0280373831775701
"186",4,"Etheostoma zonale",3,0.0280373831775701
"187",4,"Labidesthes sicculus",3,0.0280373831775701
"188",4,"Lepomis miniatus",3,0.0280373831775701
"189",4,"Moxostoma erythrurum",3,0.0280373831775701
"190",4,"Moxostoma macrolepidotum",3,0.0280373831775701
"191",4,"Nocomis biguttatus",3,0.0280373831775701
"192",4,"Noturus exilis",3,0.0280373831775701
"193",4,"Percina maculata",3,0.0280373831775701
"194",4,"Platygobio gracilis",3,0.0280373831775701
"195",4,"Amia calva",2,0.0186915887850467
"196",4,"Cyprinella spiloptera",2,0.0186915887850467
"197",4,"Cyprinella whipplei",2,0.0186915887850467
"198",4,"Erimyzon sucetta",2,0.0186915887850467
"199",4,"Etheostoma hopkinsi",2,0.0186915887850467
"200",4,"Etheostoma inscriptum",2,0.0186915887850467
"201",4,"Etheostoma serrifer",2,0.0186915887850467
"202",4,"Etheostoma variatum",2,0.0186915887850467
"203",4,"Fundulus chrysotus",2,0.0186915887850467
"204",4,"Fundulus sciadicus",2,0.0186915887850467
"205",4,"Hybognathus placitus",2,0.0186915887850467
"206",4,"Ictalurus lupus",2,0.0186915887850467
"207",4,"Luxilus cardinalis",2,0.0186915887850467
"208",4,"Luxilus chrysocephalus",2,0.0186915887850467
"209",4,"Margariscus nachtriebi",2,0.0186915887850467
"210",4,"Micropterus punctulatus",2,0.0186915887850467
"211",4,"Nocomis asper",2,0.0186915887850467
"212",4,"Notropis buccatus",2,0.0186915887850467
"213",4,"Notropis petersoni",2,0.0186915887850467
"214",4,"Noturus leptacanthus",2,0.0186915887850467
"215",4,"Pimephales vigilax",2,0.0186915887850467
"216",4,"Pomoxis annularis",2,0.0186915887850467
"217",4,"Agosia chrysogaster",1,0.00934579439252336
"218",4,"Ameiurus nebulosus",1,0.00934579439252336
"219",4,"Ameiurus platycephalus",1,0.00934579439252336
"220",4,"Ammocrypta beanii",1,0.00934579439252336
"221",4,"Campostoma spadiceum",1,0.00934579439252336
"222",4,"Carpiodes cyprinus",1,0.00934579439252336
"223",4,"Catostomus insignis",1,0.00934579439252336
"224",4,"Catostomus plebeius",1,0.00934579439252336
"225",4,"Chrosomus eos",1,0.00934579439252336
"226",4,"Cyprinella nivea",1,0.00934579439252336
"227",4,"Cyprinella proserpina",1,0.00934579439252336
"228",4,"Cyprinella trichroistia",1,0.00934579439252336
"229",4,"Dionda diaboli",1,0.00934579439252336
"230",4,"Elassoma okefenokee",1,0.00934579439252336
"231",4,"Enneacanthus chaetodon",1,0.00934579439252336
"232",4,"Etheostoma artesiae",1,0.00934579439252336
"233",4,"Etheostoma baileyi",1,0.00934579439252336
"234",4,"Etheostoma camurum",1,0.00934579439252336
"235",4,"Etheostoma coosae",1,0.00934579439252336
"236",4,"Etheostoma fricksium",1,0.00934579439252336
"237",4,"Etheostoma jordani",1,0.00934579439252336
"238",4,"Etheostoma mariae",1,0.00934579439252336
"239",4,"Etheostoma oophylax",1,0.00934579439252336
"240",4,"Etheostoma scotti",1,0.00934579439252336
"241",4,"Etheostoma stigmaeum",1,0.00934579439252336
"242",4,"Etheostoma zonistium",1,0.00934579439252336
"243",4,"Fundulus catenatus",1,0.00934579439252336
"244",4,"Fundulus lineolatus",1,0.00934579439252336
"245",4,"Fundulus stellifer",1,0.00934579439252336
"246",4,"Gila pandora",1,0.00934579439252336
"247",4,"Gila robusta",1,0.00934579439252336
"248",4,"Heterandria formosa",1,0.00934579439252336
"249",4,"Hybopsis hypsinotus",1,0.00934579439252336
"250",4,"Hybopsis winchelli",1,0.00934579439252336
"251",4,"Hypentelium etowanum",1,0.00934579439252336
"252",4,"Ichthyomyzon bdellium",1,0.00934579439252336
"253",4,"Ichthyomyzon gagei",1,0.00934579439252336
"254",4,"Ictiobus bubalus",1,0.00934579439252336
"255",4,"Ictiobus cyprinellus",1,0.00934579439252336
"256",4,"Lepisosteus osseus",1,0.00934579439252336
"257",4,"Lepisosteus platostomus",1,0.00934579439252336
"258",4,"Lepisosteus platyrhincus",1,0.00934579439252336
"259",4,"Lepomis gibbosus",1,0.00934579439252336
"260",4,"Lepomis symmetricus",1,0.00934579439252336
"261",4,"Lucania goodei",1,0.00934579439252336
"262",4,"Luxilus zonistius",1,0.00934579439252336
"263",4,"Lythrurus fasciolaris",1,0.00934579439252336
"264",4,"Lythrurus lirus",1,0.00934579439252336
"265",4,"Lythrurus umbratilis",1,0.00934579439252336
"266",4,"Macrhybopsis storeriana",1,0.00934579439252336
"267",4,"Micropterus coosae",1,0.00934579439252336
"268",4,"Micropterus sp. Bartram's Bass",1,0.00934579439252336
"269",4,"Moxostoma poecilurum",1,0.00934579439252336
"270",4,"Moxostoma rupiscartes",1,0.00934579439252336
"271",4,"Nocomis micropogon",1,0.00934579439252336
"272",4,"Notropis chalybaeus",1,0.00934579439252336
"273",4,"Notropis chrosomus",1,0.00934579439252336
"274",4,"Notropis harperi",1,0.00934579439252336
"275",4,"Notropis longirostris",1,0.00934579439252336
"276",4,"Notropis maculatus",1,0.00934579439252336
"277",4,"Notropis rubellus",1,0.00934579439252336
"278",4,"Notropis scepticus",1,0.00934579439252336
"279",4,"Notropis texanus",1,0.00934579439252336
"280",4,"Notropis topeka",1,0.00934579439252336
"281",4,"Notropis volucellus",1,0.00934579439252336
